maxsal,minsal,intern_num,city,scale,c_desc,month_num,day,c_tag,name,industry,c_name,
500,300,4,深圳,50-150人,致力成为具实力的电子商务外贸公司,12,6,"['实习完成奖金', '位置绝佳', '5天半制', '电商', '免费宿舍', '年度旅行', '出国旅游', '有竞争力的薪资', '办公环境卫生']",外贸业务员（助理）,互联网/游戏/软件,欧格雅,
250,150,44,成都,500-2000人,一家集教育培训、教育产品研发、教育服务等于一体的大型综合性教育科技集团,3,6,"['储备干部', '税后工资', '导师制培养', '接收应届生', '福利', '竞争力强', '办公气氛自由', '晋升机会多', '内部福利', '成长机会大']",市场专员,教育/培训,新东方,
200,100,15,北京,15-50人,大数据和人工智能驱动的技术型公司,12,5,"['领导好', '互联网公司，发展前景好', '活跃的氛围', '成长机会大', '绩效奖金', '富有挑战', '住宿补贴']",运营经理助理,互联网/游戏/软件,00DATA,
200,100,22,北京,15-50人,智一科技，智能产业媒体和创新服务平台,12,5,"['活力足', '灵活的上班时间', '有机会当老大', '公司环境好', '公平公正公开晋升制度', '科技', '团建活动& ;五险一金', '免费水果供应', '氛围欢快']",汽车与出行科技记者编辑实习生,互联网/游戏/软件,智一科技,
150,100,12,上海,2000人以上,集团公司，直营超市为主营业务之一，囊括便利店，物流，酒店，商业广场等多家子公司,3,4,"['免费中餐', '企业文化好', '无限可能', '公司培训', '有发展前景', '免费体检']",财务,快消/百货/批发/零售,农超集团,
100,50,7,北京,150-500人,直属于中国社会科学院的人文社会科学专业学术出版机构,12,3,"['有咖啡店', '学习机会大', '位置绝佳']",数字编辑助理（中国乡村研究方向）,广告/传媒/公关/展览,社科文献,
180,180,1,上海,50-150人,中国领先的人力资源管理智库,3,5,[],新媒体实习生,互联网/游戏/软件,HRflag,
300,180,267,全国,2000人以上,掌门1对1，总部位于中国上海，是一家为全国中小学生提供高端1对1定制化学习辅导的在线教育公司,3,5,"['培训体系完善', '大平台', '晋升机制', '实习经验', '关注员工发展', '创新产品']",远程实习高中老师,教育/培训,掌门1对1,
150,100,40,上海,500-2000人,互联网时代中国体育的领袖创新企业,6,4,"['健身帅哥美女', '早九晚六', '专业平台', '文化好', '健身房', '学习机会', '公费旅游', '快乐实习', '现磨咖啡']",广告执行实习生,互联网/游戏/软件,虎扑,
400,400,24,上海,150-500人,一个有情怀的出国留学在线教育品牌,5,3,"['地铁周边', '5A写字楼', '美女如云', '领导同事好', '扁平管理', '氛围好有提升']",雅思助教实习生,互联网/游戏/软件,趴趴英语,
150,100,12,上海,500-2000人,国内的软件和IT解决方案供应商,5,3,"['办公气氛自由', '帮助学生成长', '员工Nice', '丰富员工活动']",人力资源部实习生,互联网/游戏/软件,东软集团,
180,120,33,广州,500-2000人,致力于用工匠精神打造数字中国,3,3,"['腾讯投资', '三大运营商投资', '大平台', '好前景']",项目助理实习生,互联网/游戏/软件,数字广东,
100,80,6,广州,150-500人,全球的公关公司,7,4,"['各种团建', '团队出游', '生日慰问', '英语好', '活力四射', '有吃喝有梦想']",Corp Intern,广告/传媒/公关/展览,爱德曼国际公关,
80,80,1,上海,少于15人,知名媒体集团旗下的全新公关公司，用创意解决问题,3,4,[],公关实习生/客户助理,广告/传媒/公关/展览,幕后公关,
200,100,2,北京,未知规模,动漫二次元行业媒体，从业读者二十万。,3,4,[],新媒体运营实习生,广告/传媒/公关/展览,三文娱,
200,180,76,北京,500-2000人,为初高中学生提供真人在线辅导的平台,3,4,"['五险一金', '带薪年假', '绩效奖金多', '晋升空间大', '期权激励', '各种节日福利', '零食饮料不限量供应', '年度国外旅游', '高大上免费健身', '办公环境舒适']",平面设计实习生,农林牧渔/其他,猿辅导,
150,120,2,深圳,50-150人,途灵旅行网是全球酒店搜索引擎和预订平台,3,5,['发展潜力大'],英文客服,互联网/游戏/软件, 途林科技,
300,180,11,厦门,15-50人,自动机器学习驱动的企业级AI中台,3,5,"['人工智能', '深度学习', 'AutoML', '推荐搜索', '知识图谱', '大牛云集']",自然语言处理算法工程师（实习）,互联网/游戏/软件,深度赋智,
150,120,68,上海,500-2000人,中国音频平台,3,5,"['弹性工作＆迟到豁免', '餐饮补贴＆免费水果', '丰厚年终奖＆期权激励', '节日福利＆团建基金', '年陈福利', '内部购买', '游戏室＆按摩椅＆淋浴房＆24H直播间', '明星大咖出没', '音频独角兽']",新零售产品实习生,互联网/游戏/软件,喜马拉雅,
400,250,356,深圳,2000人以上,致力于打造一个线上线下一体化的E2E智能生态系统,3,6,"['TB &amp;amp;amp; 出国游', '人才推荐奖', '高薪行业', '过节福利多多', '五险', '公平公正公开晋升制度', '福利待遇优', '互联网公司，发展前景好', '高颜值，有趣友善的小伙伴']",销售管理实习生,房产/家居/物业/建筑,乐有家控股集团,
150,120,2,深圳,50-150人,途灵旅行网是全球酒店搜索引擎和预订平台,3,6,['发展潜力大'],数据文员,互联网/游戏/软件, 途林科技,
300,180,11,厦门,15-50人,自动机器学习驱动的企业级AI中台,3,5,"['人工智能', '深度学习', 'AutoML', '推荐搜索', '知识图谱', '大牛云集']",用户画像工程师（实习）,互联网/游戏/软件,深度赋智,
200,150,3,成都,50-150人,一家由中电数据与IBM成立的合资公司,4,3,"['国企、IBM参股', '实习留用机制']",医学部实习生,互联网/游戏/软件,中电健康云,
150,100,1,成都,150-500人,一家专注于零售连锁超市经营的公司，致力于成为四川产品和服务最好的超市。,6,6,"['五险一金', '新零售']",管培生（营运、行政、客服、人力、安全）,快消/百货/批发/零售,都江堰邻你超市,
180,150,10,杭州,500-2000人,奔驰•耀出行是拥有全球汽车品牌“梅赛德斯-奔驰”的戴姆勒集团与吉利集团共同在华投资的品牌。,3,5,[],市场营销实习生（杭州）,互联网/游戏/软件,耀出行,
300,150,4,杭州,15-50人,聚焦海外品牌在中国市场的孵化业务,6,5,"['五险& 氛围', '自由自在', '立即上岗']",天猫运营助理,快消/百货/批发/零售,多糖贸易,
150,150,4,杭州,15-50人,聚焦海外品牌在中国市场的孵化业务,3,5,"['五险& 氛围', '自由自在', '立即上岗']",知识产权维权助理,快消/百货/批发/零售,多糖贸易,
100,80,145,合肥,2000人以上,中国的智能语音技术提供商,3,5,"['有梦想', '年轻活泼', '漂亮小姐姐', '岗位补助', '已审核', '产品有前景']",法务实习生,互联网/游戏/软件,科大讯飞,
180,100,7,广州,500-2000人,一家致力于移动通讯及互联网事业的高科技民营企业,6,5,['不定时下午茶供应&amp; 团建活动'],光大银行客服实习生,电子/通信/硬件,嘉音讯,
150,100,20,广州,50-150人,一家专注于海外市场互联网业务的公司。,3,5,"['牛人遍布', '福利佳', '毕业留用', '你的舞台', '包午晚餐']",车型库运营实习 （马来）,互联网/游戏/软件, 摩航时代 ,
100,80,4,长春,2000人以上,中国房企TOP10，世界500强,3,5,[],工程实习生,房产/家居/物业/建筑,长春龙湖,
200,120,9,大庆,500-2000人,一家专门制造及售卖个人护理产品及家居产品的国际零售企业,3,3,[],门店销售实习生,快消/百货/批发/零售,欧舒丹,
150,100,20,广州,50-150人,一家专注于海外市场互联网业务的公司。,3,3,"['牛人遍布', '福利佳', '毕业留用', '你的舞台', '包午晚餐']",外语运营专员,互联网/游戏/软件, 摩航时代 ,
150,100,30,广州,50-150人, 一家专业从事投资咨询服务的专业机构 ,3,5,"['有美女', '创投资', '实践机会多']",金融数据分析实习生,金融/经济/投资/财会,广州瀚信,
200,120,38,上海,50-150人,一家专注于AI+文化领域的人工智能算法公司，酷的AI视觉创作公司。,3,5,"['可留用', '留用率高', '成长空间好', '公司团建', '吃喝玩乐', '创新& 活跃']",实习视频编导,互联网/游戏/软件,Versa,
120,100,7,北京,150-500人,一家出版文化传媒企业,3,5,[],人事实习生,广告/传媒/公关/展览,博集天卷,
150,120,2,上海,50-150人,翱纵传播致力于医药行业的营销策划、市场推广、会议承办、学术项目运营,10,4,[],活动执行,广告/传媒/公关/展览,翱纵传媒,
250,200,4,深圳,2000人以上,致力于打造一个线上线下一体化的E2E智能生态系统,3,6,[],销售实习生 ,房产/家居/物业/建筑,乐有家,
200,200,26,上海,2000人以上,蔚来致力于通过提供高性能的智能电动汽车与用户体验。,6,4,"['员工Nice', '灵活工时', '老大请吃饭！', '视觉元素', '团队年轻专业', '留用']",前台运营实习生（交付部门）,互联网/游戏/软件,蔚来汽车,
50,50,8,深圳,50-150人,博时基金全资子公司，综合金融平台,3,4,"['团队好', '实习就业', '同大牛交流', '吃得好氛围好']",运营助理实习生,金融/经济/投资/财会,博时资本,
0,0,5,北京,50-150人,全球化故事分享品牌，信仰年轻，讲述新时代的青年故事。,3,3,[],编导,广告/传媒/公关/展览,新青年工作室,
150,120,68,北京,500-2000人,中国音频平台,6,5,"['弹性工作＆迟到豁免', '餐饮补贴＆免费水果', '丰厚年终奖＆期权激励', '节日福利＆团建基金', '年陈福利', '内部购买', '游戏室＆按摩椅＆淋浴房＆24H直播间', '明星大咖出没', '音频独角兽']",项目助理,互联网/游戏/软件,喜马拉雅,
400,250,24,上海,150-500人,一个有情怀的出国留学在线教育品牌,3,4,"['地铁周边', '5A写字楼', '美女如云', '领导同事好', '扁平管理', '氛围好有提升']",雅思用户运营实习生,互联网/游戏/软件,趴趴英语,
200,150,1,佛山,150-500人,正大集团旗下大型零售企业,3,5,[],管理培训生,快消/百货/批发/零售,卜蜂莲花,
300,180,50,广州,500-2000人,"专注于企业级容器云计算、大数据和人工智能核心平台的研发和服务,领航大数据与人工智能基础软件",3,5,"['伙伴好', '用心学到很多', '接受应届生', '成长空间大']",大数据项目助理实习生,互联网/游戏/软件,星环科技,
500,300,82,南京,2000人以上,全球快时尚电商领先品牌SHEIN，年销售额超200亿。,12,5,"['快时尚', '跨境电商', '去中心化', '互联网']",JAVA工程师-南京（2021届）,互联网/游戏/软件,SHEIN,
120,80,1,北京,150-500人,迈胜医疗系统公司(Mevion Medical Systems)是小型化质子放疗领域的全球领导者。,3,3,"['十三薪', '顶尖科研', '专业强', '技术', '欧美公司', '专业知识']",市场销售实习生,医疗/健康/制药/生物,迈胜医疗,
180,120,18,北京,500-2000人,互联网金融行业top级公司,3,5,"['毕业留任', '带薪实习', '有食堂', '福利多多', '员工健身房', '大平台', '班车接送', '互联网金融']",风控策略实习生,互联网/游戏/软件,360数科,
150,100,4,北京,15-50人,致力于口碑时代新媒体影响力挖掘，为客户提供全方位营销咨询服务,6,5,"['体系完善', '薪资福利好', '有实习证明', '提供转正机会']",品牌推广实习生,广告/传媒/公关/展览,壹见传媒,
200,100,1,北京,少于15人,专注于心理学教育的公司,3,3,['北京  心理 培训'],市场运营实习生,教育/培训,北京锐动文化,
200,150,486,北京,2000人以上,一站式移动出行和生活平台。,4,5,"['互联网', '高逼格大厦', '名企实习', '各种福利', '广阔平台']",人力资源实习生,互联网/游戏/软件,滴滴,
120,100,21,北京,150-500人,年轻人新媒体。,5,5,"['一对一指导', '工作氛围好', '领导nice', '节日福利', '团建活动']",行政实习生,互联网/游戏/软件,橘子娱乐,
500,400,267,北京,2000人以上,掌门1对1，总部位于中国上海，是一家为全国中小学生提供高端1对1定制化学习辅导的在线教育公司,7,1,"['培训体系完善', '大平台', '晋升机制', '实习经验', '关注员工发展', '创新产品']",实习远程老师物理,教育/培训,掌门1对1,
150,100,10,广州,15-50人,聚焦于语音互动方向,3,5,"['团队专业', '技术氛围好', '同事年轻友好', '员工素质高', '该有的都有', '上班可以听歌哦', '待遇优厚', '底薪加提成']",土耳其运营专员,互联网/游戏/软件,恰好青春,
150,100,4,南宁,150-500人,环球合一致力于成为中国领先的互联网电视服务提供商,3,3,"['公司福利好', '弹性', '运动', '团队有活力']",新媒体运营编辑（南宁）,互联网/游戏/软件,环球合一,
150,120,3,北京,500-2000人,支撑我国工业领域信息安全的研究与推进机构,1,5,"['五险一金绩效', '社保缴纳', '零食水果', '各种节日福利', '年终奖', '带薪年假', '免费体检', '单位食堂']",新闻编辑运营实习生,公共事业/NGO/政府,国家工信安全中心,
150,150,12,上海,500-2000人,C+轮互联网+物流，朝阳行业,6,4,"['五险一金补充商业保险', '咖啡零食随便吃', '自由氛围', '有活力', '挑战性', '团队融洽', '创新至上', '团建活动&amp;amp;amp;团队旅游']",嵌入式软件开发实习生,互联网/游戏/软件,G7,
150,120,3,成都,150-500人,迈格森国际教育是由新东方集团和美国麦格希集团联手打造的高端教育品牌。,3,5,['工资+餐补'],行政前台实习生,教育/培训,迈格森国际学校,
150,100,176,广州,2000人以上,以视频内容，连接你我，丰富生活,3,4,"['工作环境超棒', '节日大礼包', '餐补']",用户运营实习生,互联网/游戏/软件,欢聚集团,
100,100,10,广州,2000人以上,精锐教育由哈佛、北大精英创立，致力于提升0-18岁学生的核心素养 ,3,2,"['五险各项福利', '爱才如子', '企业文化好']",华南农业大学校园大使,教育/培训,精锐教育,
250,150,34,广州,150-500人,专注品牌事业十余年，是一家兼具国际视野、创新动力、全方位跨平台的品牌咨询与设计整合服务公司。,3,5,[],初级数据分析师,互联网/游戏/软件,前沿开发,
150,120,3,成都,50-150人,一家专业的商务服务公司,8,5,"['全面发展', '广阔发展空间', '发展平台大', '五星办公环境', '各类补助']",销售总监助理,互联网/游戏/软件,瑞瑞方金融,
120,80,3,南京,2000人以上,中国领先的商业企业，智慧零售引领者。,3,4,"['世界500强', '民营前三强', '苏宁易购', '苏宁置业', '苏宁金融', '家乐福中国']",HR实习生,互联网/游戏/软件,苏宁 ,
150,100,4,成都,50-150人,专注于智能家居产品设计与研发的高科技创新型企业,6,5,"['年轻团队', '技术牛人']",软件测试实习生,电子/通信/硬件,思创,
150,120,12,上海,500-2000人,专注于专利数据库建设、专利数据挖掘、专利地图分析及专利管理系统的高科技企业,3,5,"['行业领导者', '咖啡机', '办公环境好', '快乐', '提升空间大', '大牛集聚', '客户牛', '精英多多', '自我提升', '带薪假期']",市场活动执行实习生,互联网/游戏/软件,智慧芽,
150,100,17,青岛,150-500人,集高新科技研发、技术支持及互联网技术安全为一体的科技公司,3,5,"['公司前景好', '超强团队', '全方位培训', '环境高大上', '轻松和睦']",项目助理实习,互联网/游戏/软件,乾璟科技,
100,100,5,上海,2000人以上,全球500强，全球第三大零售商,6,5,"['500强', '德企', '午餐补助', '提供转正机会', '精英团队', '节日补贴', '团建乐趣多', '上市公司', '个人提升', '机制健全']",采购助理实习生,快消/百货/批发/零售,麦德龙,
150,100,10,广州,15-50人,聚焦于语音互动方向,3,5,"['团队专业', '技术氛围好', '同事年轻友好', '员工素质高', '该有的都有', '上班可以听歌哦', '待遇优厚', '底薪加提成']",阿拉伯语运营实习生,互联网/游戏/软件,恰好青春,
150,120,9,佛山,150-500人,一家以房地产开发为主业的全国化品牌企业,2,3,"['世界500强', '地产20强', '快速成长']",策划实习生,房产/家居/物业/建筑,阳光城,
180,150,4,北京,50-150人,美兰德调研成立于1994年，是国家统计局批准的甲类涉外调查许可单位,3,5,['咨询-公共服'],研究员助理,企业服务/咨询,美兰德,
200,100,36,深圳,500-2000人,浩方集团创立于2006年，致力于推动中国科创企业品牌化、互联网化和全球化得战略转型。,3,5,"['丰富团建活动', '学习空间', '公司内部培训', '员工健身房']",德语（运营管培生）,互联网/游戏/软件,浩方集团,
200,150,5,郑州,150-500人,一家集互联网开发、网络运营 、互联网服务于一体的网络科技公司,6,5,"['包住，奖金', '职业规划好', '新人培养机制', '薪酬待遇优厚', '晋升空间', '90后氛围']",软件开发工程师助理/实习,互联网/游戏/软件,纳曙科技,
100,80,7,武汉,500-2000人,一个专注于中小学的K12在线教育品牌。,3,6,"['注重团队氛围', '优美环境', '免费培训', '多种专业培训', '提供意向资源']",人资招聘专员,教育/培训,武汉高途课堂,
500,400,267,全国,2000人以上,掌门1对1，总部位于中国上海，是一家为全国中小学生提供高端1对1定制化学习辅导的在线教育公司,8,1,"['培训体系完善', '大平台', '晋升机制', '实习经验', '关注员工发展', '创新产品']",高中数学线上家教,教育/培训,掌门1对1,
300,180,24,上海,150-500人,一个有情怀的出国留学在线教育品牌,3,3,"['地铁周边', '5A写字楼', '美女如云', '领导同事好', '扁平管理', '氛围好有提升']",雅思外教项目运营实习生,互联网/游戏/软件,趴趴英语,
150,100,176,广州,2000人以上,以视频内容，连接你我，丰富生活,3,5,"['工作环境超棒', '节日大礼包', '餐补']",游戏运营实习生（视频创意方向）-Hago,互联网/游戏/软件,欢聚集团,
150,120,33,广州,150-500人,广州卓动信息科技有限公司，深耕于游戏发行、游戏研发、电商应用、工具应用、企业服务等多领域；  业务已,3,3,"['灵活上班时间', '双休', '部门团建', '大牛多', '多元化福利', '扁平化']",行政实习生,互联网/游戏/软件,广州卓动,
150,120,1,广州,150-500人,国内领先的DT平台及云服务提供商,6,5,"['发展好', '年轻人的世界', '快乐实习', '实习就业', '上升空间大', '五险一金齐全', '创新产品']",测试实习生,互联网/游戏/软件,云徙科技,
150,120,5,北京,15-50人,国内商用车和乘用车及后市场行业有影响力的专业的广告媒体机构,7,5,"['福利待遇优', '团队年轻', '氛围轻松', '垂直媒体']",新媒体运营实习生,广告/传媒/公关/展览,车与轮,
150,120,38,上海,500-2000人,中国引领行业的正版数字阅读平台和文学IP培育平台,3,5,"['上市公司', '起点中文网', 'QQ阅读']",红袖用户增长实习生,互联网/游戏/软件,阅文集团,
120,80,10,广州,50-150人,国内领先的新媒体公关与品牌咨询公司,3,5,[],内容运营实习生,互联网/游戏/软件,SEED UNITED,
150,100,20,杭州,少于15人,致力于音乐、艺术、影视等文化产业的发展,3,5,[],音乐剧和晚会编剧/编导/策划实习生,广告/传媒/公关/展览,华艺文化,
200,150,36,上海,2000人以上,全球领先的一站式生活服务平台,3,5,[],教育及亲子商业市场运营实习生,互联网/游戏/软件,美团点评,
150,100,5,杭州,15-50人,互联网电商，跨境电商这块业务,3,4,"['有机会当老大', '互联网精神', '专业技术咨询', '有机会当老大']",招聘助理,互联网/游戏/软件,鸥寻,
400,200,32,全国,150-500人,“家长少花钱，老师多赚钱”的名校大学生家教平台,1,1,"['帮助学生成长', '过节福利', '培训机会', '扁平管理', '晋升空间', '氛围好', '领导nice', '快乐', '吃货多']",实习老师,教育/培训,优思教育,
150,100,6,上海,150-500人,中国领先的海外互联网数字营销公司,3,4,[],IT实习生,广告/传媒/公关/展览,飞书互动,
150,100,10,北京,500-2000人,依托北京大学和方正集团，致力于成为一流的软件和信息技术服务商,3,5,"['团队大牛云集', '软件', '同事nice', '线下聚会多', '轻松和谐', '员工体检', '学习和晋升', '实习生', '可以转正', '办公氛围好']",行政实习生,互联网/游戏/软件,方正璞华,
500,300,267,全国,2000人以上,掌门1对1，总部位于中国上海，是一家为全国中小学生提供高端1对1定制化学习辅导的在线教育公司,3,5,"['培训体系完善', '大平台', '晋升机制', '实习经验', '关注员工发展', '创新产品']",初中数学辅导老师,教育/培训,掌门1对1,
150,100,38,上海,50-150人,一家专注于AI+文化领域的人工智能算法公司，酷的AI视觉创作公司。,2,4,"['可留用', '留用率高', '成长空间好', '公司团建', '吃喝玩乐', '创新& 活跃']",设计部实习生,互联网/游戏/软件,Versa,
200,100,6,长沙,15-50人,一家创新型企业,6,4,"['下午茶', '团建活动']",英文写作实习任务主管,教育/培训,湘润教育,
300,200,24,上海,150-500人,一个有情怀的出国留学在线教育品牌,4,5,"['地铁周边', '5A写字楼', '美女如云', '领导同事好', '扁平管理', '氛围好有提升']",VIP助教实习生,互联网/游戏/软件,趴趴英语,
200,120,10,深圳,500-2000人,经国务院批准举办的高新技术成果展示与交易的专业展会,4,5,"['国企', '餐补', '国际性展会']",高交会自媒体记者,广告/传媒/公关/展览,高交会,
500,400,267,成都,2000人以上,掌门1对1，总部位于中国上海，是一家为全国中小学生提供高端1对1定制化学习辅导的在线教育公司,7,3,"['培训体系完善', '大平台', '晋升机制', '实习经验', '关注员工发展', '创新产品']",初高中数学老师,教育/培训,掌门1对1,
500,400,28,北京,2000人以上,中国领先的房地产服务企业,3,5,[],旅游对接顾问实习生,房产/家居/物业/建筑,北京链家,
300,150,356,重庆,2000人以上,致力于打造一个线上线下一体化的E2E智能生态系统,7,6,"['TB &amp;amp;amp; 出国游', '人才推荐奖', '高薪行业', '过节福利多多', '五险', '公平公正公开晋升制度', '福利待遇优', '互联网公司，发展前景好', '高颜值，有趣友善的小伙伴']",营销管培生,房产/家居/物业/建筑,乐有家控股集团,
180,150,2,北京,2000人以上,VIPKID是全球增长速度快的在线少儿英语教育品牌,3,5,"['行业领跑', 'VIPKID', '敬业的精神', '体验为王']",海外用户运营实习生,互联网/游戏/软件,VIPKID,
400,200,3,上海,50-150人,购买和出售全球活动门票,6,5,"['气氛好', '福利待遇高']",SRE开发实习生,互联网/游戏/软件,Stubhub,
120,120,3,上海,150-500人,以房地产开发为主业的全国化品牌企业,2,3,"['优秀团队', '行业前景好', '环境棒', '福利多多', '实干不空谈']",财务实习生,房产/家居/物业/建筑,上海阳光城,
120,80,5,成都,150-500人,建筑行业（建筑工程）甲级资质，公司总部位于四川省成都市，公司创立于2006年，目前拥有400多名员工,3,5,"['环境轻松', '氛围特别好', '导师制培养', '每周下午茶', '篮球足球羽毛', '生日会']",电气实习生,房产/家居/物业/建筑,四川观堂设计,
150,100,3,杭州,150-500人,一家从事工程监理的公司,21,6,"['包住', '餐补', '地铁旁', '人性化', '工资面议']",实习监理工程师,房产/家居/物业/建筑,元正工程,
100,50,9,成都,50-150人,为集团、集团下属公司及院校提供信息化服务建设及软件项目开发,6,5,"['非外包', '项目多', '技术综合提升', '个人发展', '免费食宿', '团队氛围好']",JAVA开发实习生,互联网/游戏/软件,易教科技,
150,150,5,北京,15-50人,一所没有围墙的创新大学，陪伴这个时代有梦想的人,3,5,"['同事关系融洽', '培训晋升', '创业团队', '团队氛围好', '团队年轻化', '交通方便', '不打杂！', '互联网公司，发展前景好', '机会', '学习机会']",互联网教育-用户运营实习生,教育/培训,混沌大学北京分社,
180,150,5,广州,50-150人,德峰咨询是一家专业从事人力资源咨询、猎头服务、职业规划和人才测评的知名人力资源服务机构公司,3,3,"['激情无限', '毕业留用', '奖励多样', '法定假期', '痛并快乐着', '小白楼商圈', '体系完善', '学习成长快']",销售代表,企业服务/咨询,德峰咨询,
500,300,3,全国,少于15人,专注服务：翻译、留学生专业与论文辅导、essay写作、留学文书。,6,5,[],留学文书实习生,教育/培训,辅留生,
100,80,1,重庆,150-500人,盛世投资是国内知名的股权母基金管理机构、政府引导基金管理机构和创新创投资源聚合平台,6,5,"['双休  五险', '旅游', '年底奖金', '可留任', '每年体检', '公费旅游', '免费零食/水果', '补充医疗保险']",分析师（实习）,金融/经济/投资/财会,盛世投资,
300,250,4,上海,15-50人,奇思科创以用前沿科技定制创新教育解决方案为使命,3,5,"['团队融洽有爱', '钱途无量', '靠谱创业团队']",电子设计工程导师实习生,教育/培训,奇思科创,
150,120,3,上海,少于15人,国内专注于政府政策咨询领域的龙头企业,12,4,"['热情团队', '领导同事都很nice', '竞争力薪酬', '团队牛', '高大上的客户', '稳定高速增长', '企业服务平台', '有益成长']",行政文员,企业服务/咨询,欣本咨询,
150,100,14,成都,150-500人,国内的一家IT服务运营商,4,5,"['轻松办公环境', '办公轻松氛围', '股权激励', '提供学习成长机会']",互联网销售精英,互联网/游戏/软件,动力无限,
150,100,1,成都,50-150人,一家专注于手机游戏的开发和运营的创业公司,6,5,"['技术大牛', '公司平台好', '年轻实干', '年轻团队']",web前端实习生,互联网/游戏/软件,感触科技,
50,50,5,上海,50-150人,       咕咕购是上海道同信息技术有限公司与中国移动咪咕视讯合作运营的家庭视频电商平台 ,3,4,"['优质团队', '创新平台', 'AI人工智能', '有转正机会', '专项技能培训', '创业型']",电商运营实习生,互联网/游戏/软件,咕咕购,
400,200,267,全国,2000人以上,掌门1对1，总部位于中国上海，是一家为全国中小学生提供高端1对1定制化学习辅导的在线教育公司,6,5,"['培训体系完善', '大平台', '晋升机制', '实习经验', '关注员工发展', '创新产品']",远程实习数学老师,教育/培训,掌门1对1,
150,100,44,北京,2000人以上,浩鲸云计算科技股份有限公司是一家全球领先的数据智能科技公司，由阿里巴巴和中兴通讯共同投资。,12,5,"['上升空间大', '学习平台多', '实战多成长快', '业内认可度高，领导Nice，AI，区块链，有激情，无政治']",软件测试工程师实习生,互联网/游戏/软件,浩鲸科技,
100,50,2,成都,15-50人,乔弗控股（深圳）有限公司于2016年10月在深圳注册成立，实力雄厚，软硬件设施齐全,3,5,"['累积式提成', '线下聚会多', '氛围棒棒哒']",助理实习生,金融/经济/投资/财会,乔弗控股,
300,200,114,全国,150-500人,新三板挂牌公司（股票代码831611）,3,2,"['读书', '实习证明', '接受应届生', '文化好', '个人提升', '学习机会多']",新闻/传播/广告类线上编辑实习生,教育/培训,圣才电子书,
200,150,114,全国,150-500人,新三板挂牌公司（股票代码831611）,4,2,"['读书', '实习证明', '接受应届生', '文化好', '个人提升', '学习机会多']",学科编辑-急诊学,教育/培训,圣才电子书,
500,300,114,全国,150-500人,新三板挂牌公司（股票代码831611）,4,2,"['读书', '实习证明', '接受应届生', '文化好', '个人提升', '学习机会多']",金融学录屏老师,教育/培训,圣才电子书,
300,200,114,全国,150-500人,新三板挂牌公司（股票代码831611）,4,2,"['读书', '实习证明', '接受应届生', '文化好', '个人提升', '学习机会多']",学科编辑-法学类,教育/培训,圣才电子书,
300,200,114,全国,150-500人,新三板挂牌公司（股票代码831611）,3,2,"['读书', '实习证明', '接受应届生', '文化好', '个人提升', '学习机会多']",学科编辑-肿瘤/放射/公共卫生/预防医学方向,教育/培训,圣才电子书,
300,200,114,全国,150-500人,新三板挂牌公司（股票代码831611）,3,2,"['读书', '实习证明', '接受应届生', '文化好', '个人提升', '学习机会多']",编辑实习生（国际贸易/国际商务方向）,教育/培训,圣才电子书,
200,100,5,北京,15-50人,致力于为有车及渴望有车的用户提供优质线上线下服务,3,5,"['名师出高徒', '团队融洽']",汽车视频实习编辑,互联网/游戏/软件,有车智联,
200,100,15,上海,15-50人,优复教育是一家面向10到18岁青少年的互联网在线教育科技公司。,12,5,"['培训体系优', '薪酬待遇好', '公司大牛多', '团队氛围好', '晋升空间大', '授予股权', '有假期', '零食饮料不限量', '毕业生接收', '充满挑战']",Java工程师,互联网/游戏/软件,优复教育,
150,80,10,北京,少于15人,租赁和商务服务业，有着融洽和谐的工作环境、积极进取的学习氛围,3,5,[],德语翻译,农林牧渔/其他,嘉定创意,
120,80,4,北京,150-500人,趋势中国传播机构致力于让沟通创造价值，使传播产生效益。在携手客户共同引领价值创造的同时，逐步成为中国,6,5,[],公关实习生,广告/传媒/公关/展览,趋势中国传播机构,
50,0,35,北京,15-50人,数字科技驱动的城市民宿管理服务机构。,1,4,"['市场空间广阔', '工作氛围透明', '增长手段先进', '弹性工作制', '增长黑客', '股票期权']",员工体验专员,房产/家居/物业/建筑,让渡居,
50,0,35,北京,15-50人,数字科技驱动的城市民宿管理服务机构。,4,2,"['市场空间广阔', '工作氛围透明', '增长手段先进', '弹性工作制', '增长黑客', '股票期权']",前端工程师,房产/家居/物业/建筑,让渡居,
50,0,35,北京,15-50人,数字科技驱动的城市民宿管理服务机构。,1,4,"['市场空间广阔', '工作氛围透明', '增长手段先进', '弹性工作制', '增长黑客', '股票期权']",财务专员,房产/家居/物业/建筑,让渡居,
50,0,35,全国,15-50人,数字科技驱动的城市民宿管理服务机构。,3,1,"['市场空间广阔', '工作氛围透明', '增长手段先进', '弹性工作制', '增长黑客', '股票期权']",公关专员,房产/家居/物业/建筑,让渡居,
50,0,35,北京,15-50人,数字科技驱动的城市民宿管理服务机构。,4,3,"['市场空间广阔', '工作氛围透明', '增长手段先进', '弹性工作制', '增长黑客', '股票期权']",UI设计师,房产/家居/物业/建筑,让渡居,
